Metadata_Plate,Metadata_Well,Metadata_Experiment,bleach,drug,strain,mean_wormlength_um,min_wormlength_um,q10_wormlength_um,q25_wormlength_um,median_wormlength_um,sd_wormlength_um,q75_wormlength_um,q90_wormlength_um,max_wormlength_um,cv_wormlength_um,n,Metadata_Date,Metadata_Group,Metadata_Magnification,FileName_RawBF,FileName_wellmask_98.png,PathName_RawBF,PathName_wellmask_98.png,assay_type,food_conc_OD,food_type,plate,row,col,well_censor,well_censor_reason,notes,concentration_um,diluent,class
p017,E10,cypassay3,2,DMSO,ECA2922,1047.6523770032,919.296859355721,949.850988791608,1001.74651176224,1051.56980783369,66.7753174975215,1093.22097285179,1124.16111247173,1148.31529229239,0.06373804800456,19,20220908,p017_E10,m2x,20220908-cypassay3-p017-m2x_E10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,E,10,,,,0,DMSO,Both
p017,E11,cypassay3,2,DMSO,ECA2922,1092.05905366314,1031.59705761018,1056.81055572103,1069.64844201023,1092.11083424397,34.8809867785028,1112.87185104706,1142.60639230116,1143.03438330378,0.031940568288409,11,20220908,p017_E11,m2x,20220908-cypassay3-p017-m2x_E11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,E,11,,,,0,DMSO,Both
p017,E12,cypassay3,2,DMSO,ECA2922,1074.18521131031,1021.20764440504,1047.70572123758,1061.29127125356,1078.89587314271,23.9432512103308,1091.83659709077,1099.3677060646,1114.56976663579,0.0222896861344092,17,20220908,p017_E12,m2x,20220908-cypassay3-p017-m2x_E12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,E,12,,,,0,DMSO,Both
p017,F01,cypassay3,2,DMSO,ECA2922,1046.45507234467,963.076201908611,1003.12665764565,1023.07946882905,1041.66756321247,42.3369141527853,1087.80575995513,1100.9436823557,1104.54324498689,0.0404574599250839,20,20220908,p017_F01,m2x,20220908-cypassay3-p017-m2x_F01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,1,,,,0,DMSO,Both
p017,F02,cypassay3,2,DMSO,ECA2922,1011.14711682456,926.870270116081,961.7711884425,971.342309937568,1011.9489542708,47.165646426841,1045.6846214254,1061.20958478754,1108.63613061805,0.0466456815650739,20,20220908,p017_F02,m2x,20220908-cypassay3-p017-m2x_F02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,2,,,,0,DMSO,Both
p017,F03,cypassay3,2,DMSO,ECA2922,1026.17192653291,946.29552732917,984.488022694966,1006.25907075962,1019.56911204145,39.0987828316618,1058.75934254808,1072.43285433337,1098.226946174,0.0381015907965475,19,20220908,p017_F03,m2x,20220908-cypassay3-p017-m2x_F03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,3,,,,0,DMSO,Both
p017,F04,cypassay3,2,DMSO,ECA2922,1052.93968594277,975.176166607561,1015.3057190648,1042.91854575376,1056.65629795915,31.5732029074269,1076.75574910451,1083.25760170583,1097.72176893495,0.0299857658790372,18,20220908,p017_F04,m2x,20220908-cypassay3-p017-m2x_F04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,4,,,,0,DMSO,Both
p017,F05,cypassay3,2,DMSO,ECA2922,1051.67859314441,966.054091137465,990.314449221621,1024.86195235375,1057.27282509421,44.7698749185797,1083.59115734303,1097.1485482763,1123.11254672365,0.0425699212767299,15,20220908,p017_F05,m2x,20220908-cypassay3-p017-m2x_F05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,5,,,,0,DMSO,Both
p017,F06,cypassay3,2,DMSO,ECA2922,1045.24082264016,986.421561817949,1025.7594014091,1029.16522107254,1037.79318243101,28.9151667474556,1066.88826008084,1073.86229818951,1092.57585038177,0.02766364087696,12,20220908,p017_F06,m2x,20220908-cypassay3-p017-m2x_F06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,6,,,,0,DMSO,Both
p017,F07,cypassay3,2,DMSO,ECA2922,1046.9701775264,988.889414392257,999.651494664747,1032.67739528961,1048.92153961543,32.7409375573048,1062.15217581597,1088.56787555844,1096.3173126233,0.0312720823000513,14,20220908,p017_F07,m2x,20220908-cypassay3-p017-m2x_F07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,7,,,,0,DMSO,Both
p017,F08,cypassay3,2,DMSO,ECA2922,1030.79240357867,955.31700913222,978.026652848803,990.425807610183,1016.72104614181,52.9814120430758,1080.36732075962,1098.83535282057,1106.66656472718,0.0513987218562504,11,20220908,p017_F08,m2x,20220908-cypassay3-p017-m2x_F08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,8,,,,0,DMSO,Both
p017,F09,cypassay3,2,DMSO,ECA2922,1038.17121204165,923.852014360064,996.284126571356,1016.40755820887,1033.83999892956,43.2042010710191,1071.46496759208,1089.57242807991,1098.98910666999,0.0416156801208679,20,20220908,p017_F09,m2x,20220908-cypassay3-p017-m2x_F09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,9,,,,0,DMSO,Both
p017,F10,cypassay3,2,DMSO,ECA2922,1034.03241381394,979.753839615429,989.175021296782,1008.87219113747,1037.9905426595,39.359703105199,1057.05051450368,1082.14275793232,1110.5253743064,0.038064283652409,13,20220908,p017_F10,m2x,20220908-cypassay3-p017-m2x_F10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,10,,,,0,DMSO,Both
p017,F11,cypassay3,2,DMSO,ECA2922,1003.78623523191,865.216728872513,889.482362954673,954.801084549009,1026.15651204145,78.0625446926128,1057.38692430202,1088.91839273616,1095.40453424397,0.077768096386157,15,20220908,p017_F11,m2x,20220908-cypassay3-p017-m2x_F11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,11,,,,0,DMSO,Both
p017,F12,cypassay3,2,DMSO,ECA2922,1054.73674056859,976.400207275261,1000.94307031222,1007.34689111081,1049.65891561166,53.32427535372,1094.7500008343,1119.55752186924,1143.37992396271,0.0505569525576343,12,20220908,p017_F12,m2x,20220908-cypassay3-p017-m2x_F12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,F,12,,,,0,DMSO,Both
p017,G01,cypassay3,2,DMSO,ECA2922,1037.1806612766,966.622129724067,987.857463456487,1010.87015521538,1029.80477139717,41.9776852393933,1058.84123273365,1092.22247804869,1112.05031392183,0.0404728769120373,15,20220908,p017_G01,m2x,20220908-cypassay3-p017-m2x_G01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,1,,,,0,DMSO,Both
p017,G02,cypassay3,2,DMSO,ECA2922,1057.93719241992,1023.50510785711,1029.08780055107,1036.87382280779,1044.66901740414,34.9354626048287,1070.95248100463,1113.38325061076,1117.59856950802,0.033022246363149,9,20220908,p017_G02,m2x,20220908-cypassay3-p017-m2x_G02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,2,,,,0,DMSO,Both
p017,G03,cypassay3,2,DMSO,ECA2922,1024.0193853451,888.015026992132,936.427068598042,986.847830181667,1043.64310295543,67.2727151682416,1073.88033726638,1091.67431570821,1120.48679650892,0.0656947672387768,16,20220908,p017_G03,m2x,20220908-cypassay3-p017-m2x_G03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,3,,,,0,DMSO,Both
p017,G04,cypassay3,2,DMSO,ECA2922,1031.62527022085,992.220528728899,1005.42335917692,1007.85556472718,1035.56632397148,25.4276997331991,1047.28300725184,1064.50607304656,1069.23221392183,0.0246481939394093,13,20220908,p017_G04,m2x,20220908-cypassay3-p017-m2x_G04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,4,,,,0,DMSO,Both
p017,G05,cypassay3,2,DMSO,ECA2922,1046.44093284361,993.21951204145,996.731932410782,1036.30008628043,1050.67366472718,31.0047230559591,1060.81774287862,1087.48608045101,1088.81713424397,0.0296287368764393,11,20220908,p017_G05,m2x,20220908-cypassay3-p017-m2x_G05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,5,,,,0,DMSO,Both
p017,G06,cypassay3,2,DMSO,ECA2922,1039.34676720248,940.052159937568,965.553810152575,1015.08839650892,1058.27769113747,50.3193274692349,1066.69753845174,1084.38870012281,1125.28191029591,0.0484143782009109,17,20220908,p017_G06,m2x,20220908-cypassay3-p017-m2x_G06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,6,,,,0,DMSO,Both
p017,G07,cypassay3,2,DMSO,ECA2922,1063.92755252676,934.666282601743,1004.52271919598,1047.43354093044,1077.29593389734,49.7248270842274,1093.85351688375,1109.92892517479,1127.91354324135,0.0467370423541849,16,20220908,p017_G07,m2x,20220908-cypassay3-p017-m2x_G07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,7,,,,0,DMSO,Both
p017,G08,cypassay3,2,DMSO,ECA2922,1015.08523663334,910.957334243971,972.038069061859,978.714695201617,1015.1254216441,48.9078124072185,1054.29839825446,1079.92913482582,1089.77007372456,0.0481809907603696,17,20220908,p017_G08,m2x,20220908-cypassay3-p017-m2x_G08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,8,,,,0,DMSO,Both
p017,G09,cypassay3,2,DMSO,ECA2922,1077.54262498588,997.666957028338,1033.53919978574,1046.06759353227,1080.6118907266,43.1851787894848,1100.14822792794,1127.72352617755,1160.53614498689,0.0400774668102347,15,20220908,p017_G09,m2x,20220908-cypassay3-p017-m2x_G09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,9,,,,0,DMSO,Both
p017,G10,cypassay3,2,DMSO,ECA2922,1053.08854280894,980.456067771253,1008.17674081546,1027.03860342824,1040.58201450368,41.2384434937185,1088.98265100761,1100.38094932039,1119.28142225417,0.039159521557154,15,20220908,p017_G10,m2x,20220908-cypassay3-p017-m2x_G10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,10,,,,0,DMSO,Both
p017,G11,cypassay3,2,DMSO,ECA2922,1086.91487861317,1050.18299461977,1052.13316901557,1056.22780304407,1087.02484803096,31.2753979520312,1112.71189990602,1127.11768262699,1131.53827676863,0.0287744685139801,9,20220908,p017_G11,m2x,20220908-cypassay3-p017-m2x_G11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,11,,,,0,DMSO,Both
p017,G12,cypassay3,2,DMSO,ECA2922,1035.36436867819,900.156565309026,978.569035420715,996.989314088466,1022.26974893143,69.759650878164,1089.1807247765,1124.08909690273,1145.5015047633,0.0673769090269383,12,20220908,p017_G12,m2x,20220908-cypassay3-p017-m2x_G12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,G,12,,,,0,DMSO,Both
p017,H01,cypassay3,2,DMSO,ECA2922,968.469077462206,842.588819875136,851.43860713547,903.365070747905,991.84619813427,89.3722774033942,1039.8024029635,1057.08393806253,1058.51357680324,0.092282014452735,7,20220908,p017_H01,m2x,20220908-cypassay3-p017-m2x_H01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,1,,,,0,DMSO,Both
p017,H02,cypassay3,2,DMSO,ECA2922,1018.19236353077,895.869764727179,908.753692301158,987.629003748224,1032.27920521538,70.932794049676,1052.58080474309,1090.37534440504,1146.26782454059,0.069665415485639,16,20220908,p017_H02,m2x,20220908-cypassay3-p017-m2x_H02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,2,,,,0,DMSO,Both
p017,H03,cypassay3,2,DMSO,ECA2922,1048.98192463759,979.1828473055,1000.25489923409,1024.36422582844,1059.73894382319,37.2254741502013,1067.50504171931,1088.81782880098,1110.82313728804,0.0354872407959387,15,20220908,p017_H03,m2x,20220908-cypassay3-p017-m2x_H03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,3,,,,0,DMSO,Both
p017,H04,cypassay3,2,DMSO,ECA2922,1065.75523186204,1025.39748751155,1034.85059650892,1040.57025158946,1064.49389650892,31.0775292774509,1093.20677248467,1101.44345993757,1114.26470840676,0.0291601001321416,11,20220908,p017_H04,m2x,20220908-cypassay3-p017-m2x_H04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,4,,,,0,DMSO,Both
p017,H05,cypassay3,2,DMSO,ECA2922,1019.20350002859,891.733582028667,927.60339933799,992.562695834741,1024.13897132537,64.7458097494837,1058.02647462665,1083.56924373804,1127.46202641029,0.0635258903130413,18,20220908,p017_H05,m2x,20220908-cypassay3-p017-m2x_H05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,5,,,,0,DMSO,Both
p017,H06,cypassay3,2,DMSO,ECA2922,1007.28225927705,848.942143823194,881.904802719303,956.145306490821,1033.93280486874,86.3754555048059,1060.68538820562,1090.60014846445,1138.61046414533,0.0857509945293777,14,20220908,p017_H06,m2x,20220908-cypassay3-p017-m2x_H06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,6,,,,0,DMSO,Both
p017,H07,cypassay3,2,DMSO,ECA2922,1040.25032848053,994.287052095111,999.766750940191,1008.42411958421,1046.4180065498,36.7201941267326,1067.7758335947,1072.01760071669,1103.29355034957,0.0352993823903606,11,20220908,p017_H07,m2x,20220908-cypassay3-p017-m2x_H07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,7,,,,0,DMSO,Both
p017,H08,cypassay3,2,DMSO,ECA2922,1028.86713974036,1008.48128654694,1013.67733815312,1024.3382638207,1030.02414316954,11.9497637321983,1036.40637049069,1040.17027834538,1045.57627162449,0.0116144867210103,8,20220908,p017_H08,m2x,20220908-cypassay3-p017-m2x_H08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,8,,,,0,DMSO,Both
p017,H09,cypassay3,2,DMSO,ECA2922,1059.15271740107,999.55620071669,1009.1422939573,1026.56786777125,1072.69630304407,36.6372624277437,1091.0374114596,1093.97679955326,1105.86737909602,0.034591104593154,13,20220908,p017_H09,m2x,20220908-cypassay3-p017-m2x_H09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,9,,,,0,DMSO,Both
p017,H10,cypassay3,2,DMSO,ECA2922,1063.72014993224,1025.55954443327,1048.59911728265,1055.89676951679,1060.0949156956,20.3094686744671,1074.66586893495,1080.93359468248,1100.54731683106,0.0190928682471238,9,20220908,p017_H10,m2x,20220908-cypassay3-p017-m2x_H10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,10,,,,0,DMSO,Both
p017,H11,cypassay3,2,DMSO,ECA2922,1027.27892980453,956.87521929329,965.73097160719,1000.06695010113,1032.59847582844,45.2122815700664,1055.07090833749,1080.21269776904,1107.5595718676,0.044011689774139,14,20220908,p017_H11,m2x,20220908-cypassay3-p017-m2x_H11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,11,,,,0,DMSO,Both
p017,H12,cypassay3,2,DMSO,ECA2922,1011.58549454049,860.70660478084,925.727178451737,975.666835441374,1031.02018511674,70.5446324850156,1070.89985801286,1076.95442002272,1091.40547012206,0.0697366983470444,12,20220908,p017_H12,m2x,20220908-cypassay3-p017-m2x_H12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,17,H,12,,,,0,DMSO,Both
p018,A01,cypassay3,3,Thiabendazole,ECA2922,604.910765717252,486.885855147955,533.886165195826,549.300635837124,574.973272449443,74.8906087366122,680.939917994754,698.887112213235,700.702117994754,0.123804390632415,13,20220908,p018_A01,m2x,20220908-cypassay3-p018-m2x_A01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,1,,,,32.5,DMSO,Anthelmintic
p018,A02,cypassay3,3,Thiabendazole,ECA2922,576.24150224172,407.87133351851,490.069371777219,551.965080291224,577.561380719148,80.7888963974374,607.92169324603,664.619408355592,710.803079115473,0.140199718491551,12,20220908,p018_A02,m2x,20220908-cypassay3-p018-m2x_A02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,2,,,,32.5,DMSO,Anthelmintic
p018,A03,cypassay3,3,Thiabendazole,ECA2922,592.507113676194,524.286935407662,538.028508514168,560.988223690846,586.241884176549,44.3296580498918,636.936271871308,646.611384656079,669.032455729802,0.0748170900005733,18,20220908,p018_A03,m2x,20220908-cypassay3-p018-m2x_A03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,3,,,,32.5,DMSO,Anthelmintic
p018,A04,cypassay3,3,Thiabendazole,ECA2922,582.376476277346,399.801901768959,511.566833888979,556.587325174786,603.763726410285,78.6338822626265,633.530814089622,639.092400573075,693.60152988382,0.135022421862346,11,20220908,p018_A04,m2x,20220908-cypassay3-p018-m2x_A04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,4,,,,32.5,DMSO,Anthelmintic
p018,A05,cypassay3,3,Thiabendazole,ECA2922,604.660666380327,516.894467045792,534.366262558814,553.197455563543,592.849364727179,69.1405179755791,651.565733432106,665.294835712701,782.775869276407,0.114345982498703,16,20220908,p018_A05,m2x,20220908-cypassay3-p018-m2x_A05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,5,,,,32.5,DMSO,Anthelmintic
p018,A06,cypassay3,3,Thiabendazole,ECA2922,638.247163104757,442.235307833684,568.191957498761,575.112710701949,677.06447314271,87.4565762224634,694.505993173927,702.865598836308,739.011101727996,0.137026188721358,11,20220908,p018_A06,m2x,20220908-cypassay3-p018-m2x_A06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,6,,,,32.5,DMSO,Anthelmintic
p018,A07,cypassay3,3,Thiabendazole,ECA2922,604.898449484852,546.043639643658,561.559500143337,568.744927034395,588.454830983925,47.3194981537944,642.39198330378,671.34801815503,694.353961152912,0.0782271771304638,15,20220908,p018_A07,m2x,20220908-cypassay3-p018-m2x_A07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,7,,,,32.5,DMSO,Anthelmintic
p018,A08,cypassay3,3,Thiabendazole,ECA2922,590.516754127784,532.295426992131,558.681793428792,562.57655467786,573.963227283055,47.0014576403432,605.73259251437,667.390898149685,689.634002462227,0.0795937749637031,14,20220908,p018_A08,m2x,20220908-cypassay3-p018-m2x_A08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,8,,,,32.5,DMSO,Anthelmintic
p018,A09,cypassay3,3,Thiabendazole,ECA2922,650.535583354349,579.648584334546,606.299819951243,623.776693816946,643.761850211612,46.5644343296343,679.981097057058,705.026441678859,734.284549776498,0.071578612332833,10,20220908,p018_A09,m2x,20220908-cypassay3-p018-m2x_A09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,9,,,,32.5,DMSO,Anthelmintic
p018,A10,cypassay3,3,Thiabendazole,ECA2922,603.01148675289,538.183019177906,568.531907412031,575.308153111458,595.888908124608,40.4171027702305,626.165876992132,653.788208948429,700.145311487834,0.0670254276379866,20,20220908,p018_A10,m2x,20220908-cypassay3-p018-m2x_A10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,10,,,,32.5,DMSO,Anthelmintic
p018,A11,cypassay3,3,Thiabendazole,ECA2922,579.061141393617,486.043372449443,544.727088073142,562.59455217836,578.051953195446,38.4137605619851,594.466093901234,635.902146246697,648.882425828439,0.066338004428229,20,20220908,p018_A11,m2x,20220908-cypassay3-p018-m2x_A11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,11,,,,32.5,DMSO,Anthelmintic
p018,A12,cypassay3,3,Thiabendazole,ECA2922,545.917043143062,450.111847947768,470.363481679597,491.637671867596,547.901025303053,63.8661913497122,575.431368903406,620.585977468323,674.889822319239,0.11698882119893,13,20220908,p018_A12,m2x,20220908-cypassay3-p018-m2x_A12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,A,12,,,,32.5,DMSO,Anthelmintic
p018,B01,cypassay3,3,Thiabendazole,ECA2922,632.958260948784,542.504424553325,568.368844013725,589.247398612461,658.86880094019,53.5561806786091,678.166040884293,685.538075192656,687.791499498036,0.0846124997220672,12,20220908,p018_B01,m2x,20220908-cypassay3-p018-m2x_B01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,18,B,1,,,,32.5,DMSO,Anthelmintic
